,site,region,category,disability_type,title,date,summary,original_link,content_link,image,post_date
36,하상장애인복지관,['전체'],교육,전체,[모집] 시각장애학생 비대면 학습지도 프로그램 “2023년 학습멘토링-랜선스터디” 학습교사 모집,2023-02-28 16:21:00,"

하상장애인복지관에서는 비대면 학습지도 프로그램 “랜선스터디”를 진행하고 있으며, 대학(원)생 또는 학습지도 유경험자를 모집하고 있습니다. 총 00명을 모집하며, 2023년 3월 2일(목)부터 3월 13일(월)까지 신청할 수 있으며, 신청서를 이메일로 발송하면 됩니다. 활동기간은 2023년 4월부터 11월까지 25회 진행되며, 멘토링은 1:1로 국어·수학·영어·사회탐구 중 한 과목에 대해 비대면 학습지도를 합니다. 면접은 서류 심사 후 개별 연락이 있으며, 복지관 홈페이지를 통해 자세한 내용을 확인할 수 있습니다.",http://www.hasang.org/recruitment_act/4386?page=3,http://www.hasang.org/recruitment_act/4386?page=3,['https://storage.googleapis.com/byourside-2ea11.appspot.com/autoInformation_images/hasang_36_2023-08-31_03-03.jpg'],2023-08-30 18:03:27.786763
37,하상장애인복지관,['전체'],교육,전체,[마감]2023년 국비지원 산업금속 공예 장애인 무료교육 모집 안내,2023-02-23 11:59:00,"

디자인교육개발원에서 국비지원 무료 교육생 모집합니다. 모집기간은 3/10(금)까지이며, 문의는 02-560-4263(차혜린)으로 해주세요.",http://www.hasang.org/recruitment_act/4384?page=3,http://www.hasang.org/recruitment_act/4384?page=3,,2023-08-30 18:03:27.786763
38,하상장애인복지관,['전체'],교육,전체,[마감] 2023년 상반기 국어 점자 시험대비 문제풀이반 교육생 모집 안내,2023-02-14 09:36:00,"

하상장애인복지관 성인평생팀에서 2023년 상반기 국어 점자 시험대비 문제풀이반 교육생을 8명 모집합니다. 모집방법은 전화 접수 시 테스트 진행 후 고득점 자 순으로 선정합니다. 교육기간은 2023년 2월 28일~4월 4일(매주 화요일, 총 6회)으로 온라인 수업으로 진행됩니다. 교육비는 10,000원이며, 신청기간은 2월 14일(화) 10:00~2월 17일(금) 17:00까지 입니다. 접수방법은 전화 접수이며, 문의는 02-560-4292로 하실 수 있습니다.",http://www.hasang.org/recruitment_act/4383?page=3,http://www.hasang.org/recruitment_act/4383?page=3,['https://storage.googleapis.com/byourside-2ea11.appspot.com/autoInformation_images/hasang_38_2023-08-31_03-03.jpg'],2023-08-30 18:03:27.786763
39,하상장애인복지관,['전체'],교육,전체,[모집] 2023년 청소년 자립준비 프로그램 '우리두리교실' 참여자 모집,2023-02-13 13:44:00,"

하상장애인복지관 전환기지원팀에서 장애청소년(만 13세~24세)을 대상으로 일상생활기술, 사회적응력기술, 여가활동 프로그램을 통한 자립능력 강화를 위한 '청소년 자립준비 프로그램 '우리두리'교실' 모집합니다. 매주 월, 수, 금 오후 4시~5시30분에 진행되며, 4명의 참여자를 모집하며, 월 72,000원(1회 약6,000원)의 수업료가 부과됩니다. 2023년 2월 13일부터 모집완료 시 마감까지 선착순 모집이 아닌 대상자 상담 후 회의를 통해 선정됩니다.",http://www.hasang.org/recruitment_act/4382?page=3,http://www.hasang.org/recruitment_act/4382?page=3,['https://storage.googleapis.com/byourside-2ea11.appspot.com/autoInformation_images/hasang_39_2023-08-31_03-03.jpg'],2023-08-30 18:03:27.786763
40,하상장애인복지관,['전체'],교육,발달,[모집] 2023년 특수체육프로그램 'step up' 참여자 모집,2023-02-13 13:40:00,"

하상장애인복지관 전환기지원팀에서 뛰어놀자 특수체육 센터와 함께하는 청소년 특수체육 교실 ‘Step up’ 프로그램 모집. 대상자는 만 13세~24세 장애청소년. 수업은 매주 화, 목 오후 4시~5시. 모집인원 6명, 수업료 월 64,000원. 신청 및 문의는 전환기지원팀 안소연 사회복지사 02-560-4213.",http://www.hasang.org/recruitment_act/4381?page=3,http://www.hasang.org/recruitment_act/4381?page=3,['https://storage.googleapis.com/byourside-2ea11.appspot.com/autoInformation_images/hasang_40_2023-08-31_03-03.jpg'],2023-08-30 18:03:27.786763
41,하상장애인복지관,['전체'],보조기기,발달,[안내] 하상장애인복지관 한소네 LX/U2 셀 교체수리 안내,2023-02-06 15:14:00,"

한소네LX/U2 셀 교체수리를 실시하는 하상장애인복지관에서 복권기금 후원을 받아 1인 최대 10개 이내 교체가능하며 44,000원 당 교체비용으로 2023년 2월 13일부터 셀 소진 시까지 전화 및 내방접수를 통해 신청할 수 있습니다.",http://www.hasang.org/recruitment_act/4380?page=3,http://www.hasang.org/recruitment_act/4380?page=3,,2023-08-30 18:03:27.786763
42,하상장애인복지관,['전체'],교육,전체,[추가모집]2023년 장애인 복지일자리(참여형) 참여자 모집,2023-02-02 14:15:00,"

2023년 장애인복지일자리-참여형 모집인원 5명, 모집분야 환경정리(2), 급식지원(2), 바리스타(1), 신청자격 만18세 이상 장애인복지법상 등록된 미취업 장애인, 근무지 하상장애인복지관 및 외부 사업체, 근무기간 입사일 ~ 2023년 12월 31일, 근무시간 주 14시간 이내 근무(월 56시간), 급여 월538,720원(산재보험, 고용보험 필수 가입), 접수방법 하상장애인복지관 전화 확인 후 내관 접수, 접수기간 수시, 면접 개별연락, 문의 직업능력개발지원팀 김수진(02-560-4261).",http://www.hasang.org/recruitment_act/4379?page=3,http://www.hasang.org/recruitment_act/4379?page=3,,2023-08-30 18:03:27.786763
43,하상장애인복지관,['전체'],교육,전체,[마감] 영어점자교육반 교육생 모집 안내,2023-02-01 09:08:00,"

하상장애인복지관 성인평생학습팀에서는 ‘통일영어점자’를 배우고자 하는 교육생을 모집합니다. 대상자는 영어 점역‧교정사 자격증 취득을 희망하는 자로, 모집인원은 5명입니다. 교육기간은 2023년 02월 16일~04월 06일(매주 목요일, 총 8회)으로, 교육방법은 온라인 수업으로 진행됩니다. 교재는 [개정] 통일영어점자 해설서로, 교육비는 15,000원이며, 신청기간은 2023년 02월 01일(수)~02월 08일(수) 17시까지입니다. 접수방법은 전화 접수로, 문의는 02-560-4293으로 하시기 바랍니다.",http://www.hasang.org/recruitment_act/4377?page=3,http://www.hasang.org/recruitment_act/4377?page=3,['https://storage.googleapis.com/byourside-2ea11.appspot.com/autoInformation_images/hasang_43_2023-08-31_03-03.jpg'],2023-08-30 18:03:27.786763
44,하상장애인복지관,['전체'],교육,전체,[마감] 2023년 국비지원 귀금속 공예 장애인 무료교육 모집 안내,2023-01-26 16:01:00,"

디자인교육개발원에서 귀금속 공예 관련 무료 교육 신청을 받고 있습니다. 지원 대상은 국비지원 무료 교육생 3명입니다. 문의는 02-560-4263(차혜린)으로 연락 부탁드립니다.",http://www.hasang.org/recruitment_act/4376?page=3,http://www.hasang.org/recruitment_act/4376?page=3,"['https://storage.googleapis.com/byourside-2ea11.appspot.com/autoInformation_images/hasang_44_2023-08-31_03-03.jpg', 'https://storage.googleapis.com/byourside-2ea11.appspot.com/autoInformation_images/hasang_44_2023-08-31_03-03.jpg']",2023-08-30 18:03:27.786763
45,하상장애인복지관,['전체'],교육,전체,[마감] 2023 상반기 국어 점자 기초반 교육생 모집,2023-01-26 14:19:00,"

한글 점자에 관심 있는 비시각장애인을 모시고 국어 점자 기초반을 진행합니다. 2023년 2월 14일(화) ~ 3월 14일(화)에 비대면 교육(‘ZOOM’)으로 총 5회 진행됩니다. 모집 인원 8명, 교육비 10,000원(교재 포함), 접수 기간 1월 26일(목) 14:00 ~ 2월 2일(목) 17:00 까지 전화로 접수합니다.",http://www.hasang.org/recruitment_act/4375?page=4,http://www.hasang.org/recruitment_act/4375?page=4,['https://storage.googleapis.com/byourside-2ea11.appspot.com/autoInformation_images/hasang_45_2023-08-31_03-03.jpg'],2023-08-30 18:03:27.786763
46,하상장애인복지관,['전체'],교육,전체,[안내] 2023년도 신규 활동지원사 면접 및 교육 일정,2023-01-02 15:16:00,"

매년 활동지원사를 수시로 채용하고 있으며, 기초교육 40시간 이수자는 면접을 보고 합격 후 자체교육 3시간 참석하도록 합니다. 면접 문의는 손우석 사회복지사(02-560-4275)에게 문의하시기 바랍니다.",http://www.hasang.org/recruitment_act/4374?page=4,http://www.hasang.org/recruitment_act/4374?page=4,,2023-08-30 18:03:27.786763
